Gene,ETOH_DMSO_R1,ETOH_MRTX_R1,Tam_DMSO_R1,Tam_MRTX_R1,ETOH_DMSO_R2,ETOH_MRTX_R2,Tam_DMSO_R2,Tam_MRTX_R2
0610009B22Rik,8.29804756,8.631557448,8.877235058,9.35393488,8.913235953,9.093751142,8.983180493,9.214932725
0610009E02Rik,5.00240685,4.515533794,4.313438592,4.609036562,4.44807662,4.504411093,4.312562184,4.219563117
0610009L18Rik,4.415849969,5.017124303,5.67352925,6.390403164,3.961555469,5.372770085,5.316551158,5.798395178
0610010K14Rik,6.287216867,6.285934293,5.87263428,6.718938889,6.581430141,6.284008579,5.848291035,6.177955339
0610030E20Rik,10.2597483,10.17665009,9.641676471,9.347470462,9.819976571,9.848816697,9.46326221,9.440338145
0610038B21Rik,3.999216326,4.019306936,3.829632355,3.873049614,3.961555469,3.152136624,4.229630007,3.737802088
0610039K10Rik,2.074650594,1.537020172,2.927693521,1.560871642,2.044089349,0.990021039,0,1.865726534
0610040B10Rik,3.999216326,4.737484369,5.378432224,5.846976938,4.963469991,5.372770085,4.788728556,5.407037356
0610040F04Rik,4.180539918,3.393653009,3.247501513,2.554785542,3.961555469,3.888207015,3.304550997,2.434968089
0610040J01Rik,10.80254612,10.51623845,10.84858166,10.89594472,10.70411403,10.68734377,10.89535463,10.90890321
0710001A04Rik,5.878323877,5.786738331,7.762922884,7.423351562,7.023817019,6.38960075,8.412233071,7.404012452
1010001B22Rik,3.086725277,2.74541698,1.530203421,3.289309488,1.029542097,2.305928457,2.114401213,3.009353972
1110002E22Rik,3.086725277,1.94595129,4.16947533,2.968297496,1.624219046,0.990021039,4.788728556,2.434968089
1110002J07Rik,3.086725277,2.936742981,3.829632355,3.666974962,2.857634183,2.305928457,4.047929096,3.737802088
1110002L01Rik,8.43379471,8.665741958,8.900223991,9.08531065,8.601369514,8.771180985,8.898464361,9.054376008
1110003F10Rik,2.892361419,3.1056412,2.255963294,3.137713623,1.624219046,3.681962772,3.132616228,3.159232406
1110004F10Rik,10.55601276,10.63142368,10.5717507,10.74836684,10.83489173,10.74568464,10.6493545,10.7694229
1110006O24Rik,4.180539918,4.253117746,5.089356119,5.094043766,4.377550547,5.068028442,5.003645305,5.407037356
1110013H19Rik,4.486467174,3.518622938,2.927693521,3.966006149,4.86379765,4.068621226,4.141638214,3.737802088
1110019D14Rik,6.027872306,6.482855414,6.994509532,7.671246111,6.467207787,7.067583695,7.08016878,7.540058247
1110020A21Rik,4.850049602,5.058882069,3.922387411,5.009218456,5.378985724,5.150457663,4.788728556,5.18031457
1110025M09Rik,3.791782327,4.515533794,3.624053349,5.745738881,4.054904328,4.624635221,4.952842497,5.281872698
1110028F11Rik,4.092724932,1.94595129,3.509120784,2.968297496,3.63866916,4.373250014,2.443642934,3.830110394
1110035H17Rik,2.401420696,3.932116692,3.247501513,2.77630642,3.222033221,3.566614686,2.114401213,3.63918141
1110038B12Rik,10.72708501,10.30907423,9.840477114,9.887076489,10.71577434,10.57337675,9.817539758,9.547889389
1110038F14Rik,8.934541328,9.353848379,9.322329083,9.740186092,9.633955498,9.631049348,9.295009684,9.630433249
1110046J04Rik,5.620186307,5.950987162,5.128820496,6.113975777,5.378985724,5.934494123,4.788728556,5.821067258
1110059E24Rik,10.35128697,9.945747422,9.603665839,9.136202354,10.30637175,9.97151423,9.516709647,9.244586845
1110059G10Rik,8.126240175,8.142045052,8.121922213,8.585856245,8.450638192,8.616647864,8.074827996,8.45877114
1110065P20Rik,8.017168711,8.378899126,8.364389528,8.780776262,8.433358145,8.60938012,8.359574274,8.599840641
1190005I06Rik,7.052126496,6.371273686,6.972985875,6.834389937,6.878162982,6.580093309,7.068284984,6.665215676
1200007C13Rik,2.074650594,2.74541698,1.530203421,2.554785542,2.368909375,3.152136624,3.304550997,1.466240516
1300002E11Rik,6.557046868,7.175892282,7.393274663,7.975080844,7.397987502,7.687428196,7.339448837,7.645442802
1300014J16Rik,5.681673385,6.232197459,6.047563767,6.304014781,5.266394682,5.534990448,6.055109258,6.312046534
1500002C15Rik,3.999216326,4.836843266,4.313438592,4.287475537,4.142578419,4.228961122,4.047929096,4.682693114
1500011B03Rik,8.984194409,9.177896065,9.296568256,9.61660178,9.455011111,9.66999496,9.229824547,9.376718134
1500015A07Rik,7.605970112,7.702602167,7.711862072,8.467638129,8.2628682,8.144949767,7.633620749,7.830018975
1500015L24Rik,2.892361419,3.25682234,2.927693521,4.66556361,1.624219046,2.982491259,3.45815989,5.071062237
1500026H17Rik,4.679681785,4.253117746,4.009537519,3.773688629,4.515315118,4.151017534,3.596975923,4.682693114
1600002D24Rik,1.651506794,2.524781453,0.959126774,0.981969675,2.044089349,1.571641822,1.077266385,2.842080403
1600012H06Rik,9.843422384,9.856810213,9.94643063,10.28904526,9.917964462,10.05011228,9.859517073,10.14798726
1600014C10Rik,7.742078854,7.938991035,8.165270017,8.684897426,7.872017786,8.18949407,8.007968572,8.433244724
1600014C23Rik,4.263315024,4.737484369,4.16947533,3.289309488,5.144267307,4.624635221,3.840000937,3.159232406
1600020E01Rik,7.931171275,7.747983553,7.266313506,7.912227163,7.934764384,8.104166167,7.533451823,7.600281195
1600023N17Rik,2.892361419,2.74541698,3.247501513,3.966006149,4.054904328,4.151017534,3.45815989,3.53332125
1700001C19Rik,2.892361419,1.537020172,0,0,2.857634183,1.985005555,1.077266385,0.911886927
1700001G11Rik,2.074650594,1.537020172,3.509120784,4.053334092,2.857634183,3.303915968,2.937383043,2.434968089
1700001G17Rik,2.667674102,2.74541698,4.009537519,3.873049614,4.377550547,3.681962772,3.840000937,3.916866015
1700001L05Rik,9.196557725,9.187340114,8.29669642,7.303787988,8.937952922,8.787372511,8.494459941,7.841153754
1700001O22Rik,4.953387349,4.179312381,3.829632355,4.213571538,4.054904328,3.441236399,3.45815989,3.159232406
1700001P01Rik,2.074650594,1.94595129,3.509120784,2.554785542,2.368909375,0.990021039,3.840000937,2.178242633
1700003E16Rik,3.999216326,3.518622938,2.255963294,1.9728693,3.222033221,2.568292345,1.077266385,2.652837165
1700003N22Rik,1.651506794,1.537020172,1.530203421,2.968297496,2.368909375,0,1.687091337,1.466240516
1700007L15Rik,4.092724932,4.390284017,5.007033214,5.009218456,5.266394682,5.189970893,4.390985108,5.281872698
1700008J07Rik,5.095715428,5.683739742,6.203557987,6.578795943,6.14511101,6.067731959,6.575205021,6.177955339
1700010K24Rik,1.050193754,2.264203111,2.255963294,2.968297496,1.029542097,0.990021039,2.114401213,1.865726534
1700016C15Rik,7.355463923,6.709511242,3.384233317,3.137713623,7.792931859,7.616698533,3.840000937,3.294995241
1700016G22Rik,2.074650594,1.537020172,3.922387411,3.137713623,2.368909375,3.152136624,3.304550997,2.434968089
1700016H13Rik,2.892361419,1.94595129,1.938247551,2.77630642,2.044089349,1.985005555,1.687091337,1.466240516
1700016K19Rik,2.892361419,2.264203111,1.938247551,0.981969675,3.861746085,3.152136624,1.077266385,1.865726534
1700017B05Rik,9.620170378,9.8597664,9.830039603,9.406707452,9.959298226,9.733212691,9.624108727,9.382445892
1700017M07Rik,1.050193754,1.537020172,3.730501544,2.968297496,0,0,4.229630007,3.419073943
1700018A04Rik,3.411056229,4.57430378,4.243251938,5.094043766,5.516619647,4.624635221,5.190658097,4.580092609
1700018L02Rik,2.074650594,1.94595129,3.384233317,3.873049614,2.633868519,2.568292345,2.711532574,3.419073943
1700019D03Rik,4.553788499,3.839316169,3.384233317,3.551732836,4.44807662,4.624635221,3.304550997,3.53332125
1700020G03Rik,1.651506794,2.264203111,2.516182617,2.554785542,1.624219046,1.985005555,3.45815989,1.466240516
1700020L13Rik,1.651506794,0.964193439,0.959126774,1.9728693,1.624219046,1.571641822,1.077266385,2.652837165
1700022I11Rik,3.675690319,3.633625333,3.829632355,3.966006149,3.374675903,4.735606811,3.72359965,3.009353972
1700022N22Rik,3.086725277,3.1056412,4.091721638,2.968297496,3.051308336,2.790205635,3.45815989,3.419073943
1700026N04Rik,2.074650594,0,3.096441072,2.554785542,1.029542097,1.571641822,2.114401213,3.159232406
1700028E10Rik,3.675690319,4.253117746,3.384233317,3.666974962,3.63866916,3.566614686,1.687091337,3.294995241
1700028J19Rik,4.486467174,3.518622938,4.16947533,3.42647974,4.377550547,3.888207015,2.711532574,3.63918141
1700029J07Rik,5.140200072,5.251261876,4.564328613,5.250055353,4.756724737,4.887535249,4.667934831,4.219563117
1700029K24Rik,4.180539918,3.1056412,2.516182617,2.554785542,3.374675903,2.982491259,2.114401213,3.53332125
1700030J22Rik,2.892361419,4.019306936,5.34531042,5.250055353,3.512702516,4.440320587,5.432334763,5.522204618
1700030K09Rik,7.355463923,7.728708917,7.212226109,7.471707701,7.286927876,7.302026707,7.268515989,7.593712564
1700031C06Rik,3.999216326,2.524781453,1.938247551,2.292970411,3.512702516,3.681962772,2.114401213,1.466240516
1700034H15Rik,2.667674102,3.25682234,3.247501513,3.42647974,1.624219046,2.305928457,3.132616228,3.916866015
1700034P13Rik,3.549432527,2.936742981,2.516182617,2.968297496,3.374675903,3.888207015,3.72359965,3.009353972
1700037C18Rik,5.740646681,6.176381364,6.441551291,6.718938889,6.324533292,6.130003709,6.956681614,6.47817057
1700037H04Rik,10.35600964,10.36528122,9.87859703,10.03654781,10.60919995,10.16734194,9.744743716,9.863983363
1700040D17Rik,3.257985693,3.393653009,2.255963294,2.968297496,4.377550547,3.888207015,2.711532574,2.652837165
1700040L08Rik,2.074650594,2.264203111,2.736560896,2.968297496,2.633868519,3.441236399,2.443642934,1.865726534
1700041G16Rik,1.050193754,1.94595129,1.938247551,3.137713623,1.029542097,1.985005555,1.687091337,2.434968089
1700047F07Rik,0,1.537020172,1.938247551,1.9728693,0,0.990021039,3.45815989,1.466240516
1700049E15Rik,6.41943485,5.388596566,3.624053349,3.289309488,6.450126241,5.406706254,4.788728556,1.865726534
1700052K11Rik,4.180539918,5.57281851,7.036616818,7.364808027,5.580806677,6.302152735,7.160722357,7.540058247
1700055D18Rik,1.651506794,3.932116692,3.509120784,4.287475537,2.857634183,4.373250014,4.141638214,4.350009503
1700056E22Rik,4.553788499,5.32156277,6.068010707,6.267957009,5.642259187,5.406706254,6.170770113,6.405021458
1700056N10Rik,2.667674102,3.393653009,3.384233317,3.42647974,3.63866916,3.788767283,4.229630007,3.159232406
1700064N11Rik,4.415849969,4.884069139,4.243251938,4.919092435,4.963469991,4.934819288,4.603520614,4.868299167
1700066M21Rik,7.962476387,7.722226385,8.335163822,7.664327543,7.946992745,8.040744036,8.199912919,7.813153995
1700067K01Rik,3.411056229,3.25682234,3.247501513,4.609036562,3.861746085,2.982491259,4.536095438,3.830110394
1700080G18Rik,3.999216326,3.839316169,4.091721638,4.719959095,3.961555469,3.888207015,3.132616228,4.149632523
1700084E18Rik,5.711461345,5.355468968,4.620781109,3.773688629,5.9644263,4.980602657,4.465363955,3.916866015
1700085D22Rik,5.381653748,5.928637214,6.068010707,6.286098543,5.186135708,5.957572574,5.539512533,5.887021046
1700086O06Rik,5.522744199,6.513212587,7.502468774,7.975080844,6.71613521,6.800329995,7.489571087,7.790356226
1700086P04Rik,4.902643516,4.737484369,4.919727019,5.488071785,4.303398811,5.109831678,5.356187179,5.032725528
1700088E04Rik,6.382878372,6.420154806,6.737995952,7.143873667,6.785870963,6.109543663,6.688224382,6.958966345
1700096K18Rik,6.119599124,6.950415361,6.712246461,6.834389937,6.976880807,7.218510864,6.608409722,7.076695059
1700102H20Rik,2.892361419,3.740133422,3.096441072,2.292970411,4.142578419,2.790205635,3.45815989,2.434968089
1700102P08Rik,1.050193754,1.537020172,3.247501513,2.554785542,2.857634183,1.985005555,3.132616228,2.842080403
1700105P06Rik,1.651506794,0,3.624053349,1.560871642,0,0.990021039,2.711532574,3.159232406
1700108F19Rik,2.667674102,2.74541698,0.959126774,1.9728693,2.368909375,1.571641822,1.077266385,1.865726534
1700109H08Rik,5.049815368,4.788019008,4.16947533,4.053334092,4.142578419,4.151017534,4.312562184,4.41106072
1700110C19Rik,3.086725277,4.179312381,4.009537519,4.488870016,2.857634183,2.982491259,2.443642934,4.731380815
1700110K17Rik,3.411056229,3.839316169,1.530203421,1.560871642,2.368909375,4.068621226,0,0.911886927
1700112J16Rik,1.050193754,1.537020172,2.516182617,2.77630642,2.044089349,2.305928457,3.45815989,3.009353972
1700113A16Rik,4.850049602,4.97412177,5.276694378,5.822325618,5.580806677,5.595093932,5.639275725,5.436702473
1700120C14Rik,4.263315024,4.515533794,4.380368515,5.094043766,4.44807662,4.624635221,3.94770773,3.63918141
1700122E12Rik,3.411056229,3.633625333,3.247501513,2.77630642,3.051308336,2.790205635,2.443642934,3.009353972
1700123M08Rik,5.555961562,5.928637214,5.699972749,5.63685689,5.378985724,4.838648818,5.791597285,5.602921698
1700123O20Rik,10.06005374,10.17071087,10.00592834,10.38264473,10.39048346,10.15989905,10.09882661,10.23708862
1700124L16Rik,4.092724932,4.101526745,2.255963294,0.981969675,4.142578419,2.568292345,2.711532574,0.911886927
1810006J02Rik,1.050193754,0,2.255963294,1.9728693,1.624219046,0,1.687091337,2.652837165
1810008I18Rik,6.163364357,5.513986738,6.59032376,6.113975777,6.450126241,6.150177646,6.523919522,5.602921698
1810009A15Rik,7.846448803,7.628272782,7.546849423,7.771230128,8.192713694,7.557506985,7.857278843,7.455639066
1810010H24Rik,9.797289601,9.73812998,8.82112177,8.972211135,9.287214531,9.572455734,8.843745612,9.229835975
1810012K16Rik,2.401420696,1.537020172,1.938247551,3.137713623,2.368909375,2.982491259,2.711532574,2.652837165
1810014B01Rik,6.697628749,6.557583241,6.712246461,6.73223259,7.22801826,7.319947059,6.835715544,6.506422379
1810017P11Rik,1.651506794,3.393653009,0,0,3.374675903,3.681962772,0,0
1810019D21Rik,8.625918187,9.203719886,9.957432504,10.67195485,9.31342613,9.461800211,10.19075803,10.66833213
1810021B22Rik,5.929915111,6.858822388,6.005779429,6.678306624,6.48408945,6.708083271,6.214557266,6.312046534
1810024B03Rik,6.437371493,6.232197459,6.275654423,6.650568427,6.48408945,6.652595619,6.338468319,6.434727631
1810030O07Rik,9.718798341,9.783981282,9.496489239,9.648504429,9.665748202,9.680436531,9.681792322,9.654302758
1810034E14Rik,2.074650594,3.25682234,4.009537519,5.286557687,3.861746085,3.888207015,4.047929096,4.82408794
1810037I17Rik,11.57642456,11.32571234,11.52949677,11.27717554,11.81753078,11.83250754,11.44574218,11.17621582
1810041H14Rik,3.549432527,3.932116692,3.829632355,4.287475537,4.054904328,4.440320587,3.94770773,4.149632523
1810044D09Rik,6.141647691,5.811378669,5.089356119,5.322159203,6.305664465,5.887199248,5.052719839,5.436702473
1810049J17Rik,2.074650594,2.524781453,1.530203421,1.9728693,2.044089349,2.305928457,1.077266385,3.63918141
1810055G02Rik,9.078650395,9.004428849,9.51336176,9.016348414,9.200496979,8.844201995,9.467792574,9.044776156
1810058N15Rik,4.092724932,3.932116692,4.243251938,2.77630642,3.861746085,3.981232466,3.132616228,3.63918141
1810059C17Rik,1.651506794,2.936742981,1.530203421,2.968297496,3.222033221,2.982491259,1.077266385,3.009353972
1810059H22Rik,3.549432527,2.74541698,3.384233317,4.287475537,1.624219046,2.790205635,4.390985108,3.294995241
1810062G17Rik,6.097208355,5.882870983,5.473465776,5.63685689,5.9644263,5.652793294,5.606781859,5.576514623
1810062O18Rik,2.401420696,4.019306936,3.829632355,4.871826203,3.222033221,3.566614686,3.596975923,3.998699243
2010001A14Rik,5.555961562,5.882870983,5.72594027,6.54905641,6.011762852,6.247021001,5.82022263,6.229710933
2010001K21Rik,3.791782327,3.839316169,4.009537519,4.424812223,3.374675903,4.068621226,4.536095438,4.632304753
2010002M09Rik,4.341597482,6.118318601,6.812596681,7.390189554,5.266394682,6.265633322,6.558311616,7.009192492
2010003K11Rik,5.418240879,5.513986738,4.564328613,3.966006149,6.730354636,6.813039481,5.39476331,4.469632952
2010004M13Rik,6.41943485,6.118318601,5.918394982,6.249584441,6.247530498,6.355254961,5.573539236,5.908352215
2010016I18Rik,5.769253294,5.835605223,6.275654423,5.692324824,5.838808506,5.624232049,6.170770113,5.908352215
2010103J01Rik,1.050193754,1.94595129,0,0,2.368909375,3.152136624,0,0
2010109A12Rik,1.651506794,3.25682234,3.096441072,3.137713623,3.374675903,2.982491259,2.937383043,3.53332125
2010110K18Rik,4.618107928,3.633625333,4.777983455,4.287475537,5.304909642,4.440320587,4.465363955,3.998699243
2010204K13Rik,8.702080821,8.512631702,8.335163822,8.253847409,8.947113692,8.666522049,8.38853525,7.900904721
2010308F09Rik,1.651506794,0,0.959126774,0,2.633868519,2.790205635,1.687091337,0
2010315B03Rik,7.791725757,8.236049164,7.705350504,8.128746124,7.983067972,8.109327614,7.864168488,8.223753661
2010320M18Rik,6.812036406,7.419741771,7.318446201,7.941136903,7.49278823,7.609431044,7.617401489,7.818797589
2200002D01Rik,10.48449084,10.56686286,11.04767035,10.96584085,11.24767366,11.16423674,10.99993172,10.93056734
2210009P08Rik,3.257985693,1.94595129,4.444330582,4.424812223,1.624219046,1.985005555,4.229630007,5.24880802
2210016F16Rik,8.442702081,9.127274354,10.1944179,10.67883703,9.387077157,9.726510372,10.23528083,10.50115278
2210016L21Rik,9.353572164,9.663964645,9.259267914,9.650256282,9.698664482,9.699385317,9.438087676,9.494234334
2210017I01Rik,0,0,1.530203421,2.77630642,0,0.990021039,0,1.466240516
2210039B01Rik,2.074650594,3.393653009,1.530203421,2.77630642,1.624219046,2.790205635,1.077266385,2.178242633
2210406O10Rik,1.651506794,2.264203111,1.938247551,4.213571538,3.222033221,2.305928457,3.596975923,4.076138795
2210408F21Rik,6.798221865,6.404044421,7.221382668,7.864731719,6.549707429,6.487988813,7.329526609,7.863168765
2210408I21Rik,5.183353988,5.57281851,5.962748717,6.21212213,4.914494415,5.595093932,6.125612269,6.449354446
2210409D07Rik,1.651506794,1.537020172,2.255963294,2.77630642,1.029542097,1.985005555,2.937383043,2.842080403
2210417A02Rik,3.675690319,3.393653009,4.727462298,5.608302142,4.142578419,4.373250014,5.504663867,4.731380815
2300009A05Rik,6.506967894,6.696342054,6.068010707,6.423560319,6.450126241,6.652595619,6.415532204,6.359282841
2310001H17Rik,3.411056229,4.019306936,2.255963294,3.666974962,4.377550547,4.887535249,2.711532574,3.916866015
2310003N18Rik,3.257985693,1.537020172,0.959126774,0,1.029542097,0.990021039,1.687091337,0
2310008N11Rik,0,0,1.938247551,2.968297496,0,0,0,2.178242633
2310009B15Rik,7.307508371,7.419741771,7.11731468,7.285868916,7.730635706,7.84424527,7.08016878,7.048151235
2310010J17Rik,5.140200072,5.85943166,5.699972749,6.321711252,5.672030922,6.247021001,5.606781859,5.821067258
2310011J03Rik,8.672096513,9.233654706,9.834522072,10.2456707,9.530085857,9.614808991,9.864679388,10.07911782
2310014F06Rik,4.415849969,5.32156277,4.091721638,4.964859109,3.512702516,5.302404758,3.94770773,4.911195735
2310015A10Rik,7.690662395,8.127400831,8.429048234,9.146168761,7.716419064,8.159951204,8.476588035,8.955375773
2310016G11Rik,2.074650594,2.264203111,1.530203421,2.554785542,3.222033221,3.303915968,1.077266385,2.652837165
2310022A10Rik,8.464732836,8.669116278,8.586156433,8.351838137,8.612927772,8.594733864,8.568038428,8.429560942
2310022B05Rik,11.58298586,11.55776611,11.4692789,11.25489652,11.512256,11.34411488,11.34098495,11.29990748
2310030G06Rik,7.613878176,8.062166508,8.384908397,8.980590387,7.959118328,8.443554076,8.597277528,8.82684538
2310033P09Rik,8.169807414,8.715546347,8.750138927,9.283440787,8.971261786,8.954427257,8.881586629,9.051982027
2310034G01Rik,4.415849969,4.884069139,4.826795127,5.094043766,4.57955894,5.150457663,4.900185226,5.18031457
2310039H08Rik,7.87305112,7.955666463,7.61096102,7.894599098,8.156314244,7.780962906,7.649659692,7.707601537
2310039L15Rik,0,1.537020172,3.509120784,1.9728693,3.051308336,2.568292345,3.94770773,0.911886927
2310040G24Rik,4.486467174,5.017124303,5.048781774,6.249584441,5.144267307,5.838301235,4.900185226,5.728159429
2310043L19Rik,3.086725277,3.518622938,5.007033214,4.609036562,4.914494415,3.981232466,4.047929096,3.737802088
2310043O21Rik,3.999216326,3.518622938,2.736560896,2.77630642,4.054904328,3.303915968,2.711532574,3.419073943
2310043P16Rik,2.667674102,2.524781453,2.516182617,2.77630642,1.624219046,1.985005555,1.687091337,3.419073943
2310047D07Rik,1.050193754,2.936742981,0.959126774,2.554785542,2.044089349,2.305928457,3.304550997,2.178242633
2310047K21Rik,5.30557244,5.710186934,5.825374418,5.964285247,5.94016255,6.150177646,5.432334763,5.84338855
2310057M21Rik,7.629565436,7.527771705,8.270469581,7.643370509,7.772463911,7.819264425,7.884642187,7.755469523
2310058D17Rik,5.140200072,5.099465108,5.503801632,5.745738881,5.378985724,5.595093932,5.573539236,5.728159429
2310061I04Rik,8.850022437,8.679192141,8.68212954,8.708630654,8.997953844,8.507504232,8.738947264,8.654514892
2310068J16Rik,2.401420696,4.101526745,3.096441072,3.666974962,3.754514997,3.681962772,3.304550997,3.419073943
2310074N15Rik,2.667674102,2.264203111,2.255963294,2.968297496,3.512702516,3.303915968,3.132616228,1.466240516
2410002F23Rik,9.092866106,9.462851134,9.824041232,9.604002144,9.46567472,9.499636302,9.836931092,9.47827583
2410004B18Rik,7.962476387,8.041486175,8.833117828,8.952468183,8.702204258,8.819220394,8.898464361,8.79856379
2410004I01Rik,0,1.537020172,1.938247551,3.42647974,0,0.990021039,1.077266385,3.294995241
2410004P03Rik,2.401420696,2.936742981,0,0,1.029542097,1.985005555,0,0
2410006H16Rik,11.61928595,11.24717674,9.172229996,9.28118137,11.28367487,10.93126747,9.32028083,8.998283657
2410017I17Rik,3.549432527,5.214783616,3.384233317,4.919092435,2.857634183,4.228961122,2.443642934,4.41106072
2410022M11Rik,5.453923055,5.994674408,6.604390824,7.123839458,6.247530498,7.109399634,6.624729814,6.938375836
2410080I02Rik,1.651506794,1.94595129,2.255963294,1.560871642,0,1.985005555,2.443642934,2.652837165
2500002B13Rik,8.784968696,8.280849785,7.934199572,7.285868916,8.755320775,8.602075578,7.995472266,7.302939032
2500004C02Rik,5.049815368,5.761669828,6.659326317,7.381778563,6.057595452,6.652595619,7.103646675,7.462865766
2510002D24Rik,8.60623227,8.655571385,8.740617392,8.897476962,8.977236179,9.075406465,8.559574388,8.743251726
2510009E07Rik,8.069863166,8.137180142,8.839078657,9.260685787,7.58956296,7.557506985,9.081048386,9.000768345
2510016D11Rik,3.675690319,3.518622938,3.922387411,3.873049614,3.374675903,3.681962772,3.132616228,3.419073943
2510039O18Rik,10.86517388,10.98143639,11.06175766,10.89224839,10.96610334,10.84416954,10.92695563,10.92926358
2510046G10Rik,3.257985693,4.323330428,4.919727019,5.356903293,4.811254298,5.372770085,4.788728556,5.032725528
2610005L07Rik,4.092724932,4.101526745,2.736560896,3.873049614,3.512702516,3.566614686,3.304550997,3.419073943
2610008E11Rik,6.82571992,7.600265416,7.78779121,8.253847409,6.878162982,7.39794302,7.339448837,8.149559267
2610017A05Rik,3.549432527,2.74541698,4.444330582,4.357777476,3.512702516,4.30290867,3.45815989,4.219563117
2610020C07Rik,3.675690319,4.019306936,5.048781774,4.964859109,4.225228331,4.735606811,5.003645305,4.778478916
2610021A01Rik,8.943982385,8.628094022,8.107178601,8.056602904,8.253052584,8.184612079,8.092537178,8.198000869
2610028H24Rik,0,0.964193439,0.959126774,3.137713623,0,0.990021039,2.114401213,3.009353972
2610029K11Rik,6.852703644,6.33774123,5.241122447,5.356903293,6.48408945,6.694410146,5.052719839,5.376749427
2610035D17Rik,8.283247212,8.004566567,7.724797695,7.548865047,8.517760143,8.149967598,7.600997812,7.270359112
2610037D02Rik,5.225254485,4.884069139,5.646591998,3.773688629,3.374675903,4.440320587,5.100179829,4.952853574
2610044O15Rik8,7.937486876,8.132298773,8.44085563,8.909229533,7.865590379,8.42297402,8.516492917,8.90585953
2610206C17Rik,1.651506794,3.1056412,3.247501513,3.773688629,2.857634183,1.571641822,2.711532574,2.652837165
2610306M01Rik,6.097208355,6.404044421,6.310395071,6.745404915,6.612470298,6.761515613,6.749041891,6.863902797
2610307P16Rik,3.675690319,4.101526745,4.620781109,4.357777476,3.512702516,4.30290867,4.845532959,4.149632523
2610318N02Rik,6.992715605,6.983317083,7.02620465,5.579170788,7.672908737,6.991356155,7.007351755,6.419951002
2610507I01Rik,4.092724932,4.179312381,4.444330582,5.250055353,4.377550547,4.504411093,5.275795355,4.682693114
2610528J11Rik,9.238081934,8.941639849,8.343574611,8.459667978,9.387077157,8.68046077,8.449358078,8.34212909
2700016F22Rik,1.050193754,1.537020172,1.530203421,2.77630642,1.029542097,0,1.687091337,0.911886927
2700038G22Rik,6.401272396,6.404044421,6.812596681,6.286098543,6.928366088,6.666668884,6.778515483,6.312046534
2700049A03Rik,9.913977149,9.592903034,9.092135085,8.439547812,8.79644939,8.856532428,9.066187392,8.876395767
2700054A10Rik,3.899224286,1.94595129,1.530203421,2.292970411,2.368909375,3.303915968,0,2.842080403
2700062C07Rik,8.212097462,8.315714814,8.322454979,8.646795152,8.357517413,8.483853867,8.525212745,8.5050114
2700068H02Rik,2.074650594,2.264203111,0.959126774,2.968297496,3.374675903,1.985005555,1.687091337,2.434968089
2700097O09Rik,10.17809635,9.935976353,9.28787807,8.6220136,10.41269697,9.8379753,8.98634152,8.511995557
2700099C18Rik,6.557046868,6.722561306,6.645787307,6.008661973,6.565655975,6.59488819,6.835715544,5.929372579
2810001A02Rik,8.185811805,8.553372651,7.934199572,8.394270224,8.534063786,8.292918946,7.80810747,7.963383593
2810001G20Rik,5.904350097,6.137933649,5.918394982,6.80952073,6.500775856,6.455932583,5.902840869,6.6011619
2810002D19Rik,7.109187276,7.156789981,7.067409895,7.487472823,7.296516456,7.00249551,7.247591968,7.278573327
2810004N23Rik,10.88573207,10.71542015,10.85374321,10.54116404,11.05846339,10.86720384,10.85269097,10.52032933
2810013P06Rik,7.629565436,7.822605764,7.7816142,8.796681759,7.983067972,8.204041695,8.086658238,8.487401637
2810021J22Rik,7.216954323,7.822605764,7.818285668,8.029937465,7.550025987,7.741616739,7.970150167,8.052304066
2810029C07Rik,4.415849969,4.836843266,5.776513831,6.564002806,4.914494415,4.934819288,5.902840869,6.419951002
2810030D12Rik,3.549432527,4.737484369,3.829632355,2.554785542,4.756724737,4.068621226,3.596975923,2.842080403
2810036E18Rik,0,0,2.736560896,2.554785542,2.044089349,0,1.687091337,1.865726534
2810039B14Rik,3.257985693,4.323330428,4.826795127,4.213571538,3.961555469,4.30290867,4.667934831,4.993342225
2810402E24Rik,6.345371453,7.474767671,8.393034924,8.767924389,7.525773042,8.007955837,8.354690414,8.462381179
2810403D21Rik,4.850049602,4.884069139,4.874009225,5.286557687,5.101147436,5.565355161,5.275795355,5.522204618
2810405F17Rik,3.257985693,4.454267698,3.730501544,5.423977741,4.57955894,4.151017534,4.788728556,4.778478916
2810408A11Rik,7.734844887,8.311402485,7.631713691,7.629228093,8.086177736,7.996858724,7.592725497,7.701504803
2810408I11Rik,5.929915111,5.57281851,5.699972749,5.250055353,6.744435279,5.934494123,5.92936132,5.436702473
2810414N06Rik,5.381653748,5.017124303,5.241122447,5.212605428,5.186135708,5.503972878,4.465363955,5.576514623
2810429I04Rik,8.781462189,8.575119417,7.554115258,6.745404915,8.53811107,8.52305846,7.633620749,6.762130571
2810433D01Rik,0,2.524781453,2.516182617,4.77237795,1.029542097,1.571641822,3.45815989,4.778478916
2810449D17Rik,4.180539918,5.177359032,5.276694378,5.250055353,5.304909642,5.406706254,5.504663867,5.703966543
2810454H06Rik,3.411056229,3.740133422,4.380368515,4.550204058,3.512702516,4.504411093,4.312562184,4.149632523
